percentage,tester
1.0,s01
0.967741935483871,s01
0.9354838709677419,s01
0.9032258064516129,s01
0.8709677419354839,s01
0.8387096774193549,s01
0.8064516129032258,s01
0.7741935483870968,s01
0.7419354838709677,s01
0.7096774193548387,s01
0.6774193548387096,s01
0.6451612903225806,s01
0.6129032258064516,s01
0.5806451612903226,s01
0.5483870967741935,s01
0.5161290322580645,s01
0.4838709677419355,s01
0.45161290322580644,s01
0.41935483870967744,s01
0.3870967741935484,s01
0.3548387096774194,s01
0.3225806451612903,s01
0.2903225806451613,s01
0.25806451612903225,s01
0.22580645161290322,s01
0.1935483870967742,s01
0.16129032258064516,s01
0.12903225806451613,s01
0.0967741935483871,s01
0.06451612903225806,s01
0.03225806451612903,s01
0.0,s01
0.03225806451612903,s01
0.06451612903225806,s01
0.0967741935483871,s01
0.12903225806451613,s01
0.16129032258064516,s01
0.1935483870967742,s01
0.22580645161290322,s01
0.25806451612903225,s01
0.2903225806451613,s01
0.3225806451612903,s01
0.3548387096774194,s01
0.3870967741935484,s01
0.41935483870967744,s01
0.45161290322580644,s01
0.4838709677419355,s01
0.5161290322580645,s01
0.5483870967741935,s01
0.5806451612903226,s01
0.6129032258064516,s01
0.6451612903225806,s01
0.6774193548387096,s01
0.7096774193548387,s01
0.7419354838709677,s01
0.7741935483870968,s01
0.8064516129032258,s01
0.8387096774193549,s01
0.8709677419354839,s01
0.9032258064516129,s01
0.9354838709677419,s01
0.967741935483871,s01
1.0,s01
0.967741935483871,s01
0.9354838709677419,s01
0.9032258064516129,s01
0.8709677419354839,s01
0.8387096774193549,s01
0.8064516129032258,s01
0.7741935483870968,s01
0.7419354838709677,s01
0.7096774193548387,s01
0.6774193548387096,s01
0.6451612903225806,s01
0.6129032258064516,s01
0.5806451612903226,s01
0.5483870967741935,s01
0.5161290322580645,s01
0.4838709677419355,s01
0.45161290322580644,s01
0.41935483870967744,s01
0.3870967741935484,s01
0.3548387096774194,s01
0.3225806451612903,s01
0.2903225806451613,s01
0.25806451612903225,s01
0.22580645161290322,s01
0.1935483870967742,s01
0.16129032258064516,s01
0.12903225806451613,s01
0.0967741935483871,s01
0.06451612903225806,s01
0.03225806451612903,s01
0.0,s01
0.03225806451612903,s01
0.06451612903225806,s01
0.0967741935483871,s01
0.12903225806451613,s01
0.16129032258064516,s01
0.1935483870967742,s01
0.22580645161290322,s01
0.25806451612903225,s01
0.2903225806451613,s01
0.3225806451612903,s01
0.3548387096774194,s01
0.3870967741935484,s01
0.41935483870967744,s01
0.45161290322580644,s01
0.4838709677419355,s01
0.5161290322580645,s01
0.5483870967741935,s01
0.5806451612903226,s01
0.6129032258064516,s01
0.6451612903225806,s01
0.6774193548387096,s01
0.7096774193548387,s01
0.7419354838709677,s01
0.7741935483870968,s01
0.8064516129032258,s01
0.8387096774193549,s01
0.8709677419354839,s01
0.9032258064516129,s01
0.9354838709677419,s01
0.967741935483871,s01
1.0,s01
0.9692307692307692,s01
0.9384615384615385,s01
0.9076923076923077,s01
0.8769230769230769,s01
0.8461538461538461,s01
0.8153846153846154,s01
0.7846153846153846,s01
0.7538461538461538,s01
0.7230769230769231,s01
0.6923076923076923,s01
0.6615384615384615,s01
0.6307692307692307,s01
0.6,s01
0.5692307692307692,s01
0.5384615384615384,s01
0.5076923076923077,s01
0.47692307692307695,s01
0.4461538461538462,s01
0.4153846153846154,s01
0.38461538461538464,s01
0.35384615384615387,s01
0.3230769230769231,s01
0.2923076923076923,s01
0.26153846153846155,s01
0.23076923076923078,s01
0.2,s01
0.16923076923076924,s01
0.13846153846153847,s01
0.1076923076923077,s01
0.07692307692307693,s01
0.046153846153846156,s01
0.015384615384615385,s01
0.015384615384615385,s01
0.046153846153846156,s01
0.07692307692307693,s01
0.1076923076923077,s01
0.13846153846153847,s01
0.16923076923076924,s01
0.2,s01
0.23076923076923078,s01
0.26153846153846155,s01
0.2923076923076923,s01
0.3230769230769231,s01
0.35384615384615387,s01
0.38461538461538464,s01
0.4153846153846154,s01
0.4461538461538462,s01
0.47692307692307695,s01
0.5076923076923077,s01
0.5384615384615384,s01
0.5692307692307692,s01
0.6,s01
0.6307692307692307,s01
0.6615384615384615,s01
0.6923076923076923,s01
0.7230769230769231,s01
0.7538461538461538,s01
0.7846153846153846,s01
0.8153846153846154,s01
0.8461538461538461,s01
0.8769230769230769,s01
0.9076923076923077,s01
0.9384615384615385,s01
0.9692307692307692,s01
1.0,s01
0.967741935483871,s01
0.9354838709677419,s01
0.9032258064516129,s01
0.8709677419354839,s01
0.8387096774193549,s01
0.8064516129032258,s01
0.7741935483870968,s01
0.7419354838709677,s01
0.7096774193548387,s01
0.6774193548387096,s01
0.6451612903225806,s01
0.6129032258064516,s01
0.5806451612903226,s01
0.5483870967741935,s01
0.5161290322580645,s01
0.4838709677419355,s01
0.45161290322580644,s01
0.41935483870967744,s01
0.3870967741935484,s01
0.3548387096774194,s01
0.3225806451612903,s01
0.2903225806451613,s01
0.25806451612903225,s01
0.22580645161290322,s01
0.1935483870967742,s01
0.16129032258064516,s01
0.12903225806451613,s01
0.0967741935483871,s01
0.06451612903225806,s01
0.03225806451612903,s01
0.0,s01
0.03225806451612903,s01
0.06451612903225806,s01
0.0967741935483871,s01
0.12903225806451613,s01
0.16129032258064516,s01
0.1935483870967742,s01
0.22580645161290322,s01
0.25806451612903225,s01
0.2903225806451613,s01
0.3225806451612903,s01
0.3548387096774194,s01
0.3870967741935484,s01
0.41935483870967744,s01
0.45161290322580644,s01
0.4838709677419355,s01
0.5161290322580645,s01
0.5483870967741935,s01
0.5806451612903226,s01
0.6129032258064516,s01
0.6451612903225806,s01
0.6774193548387096,s01
0.7096774193548387,s01
0.7419354838709677,s01
0.7741935483870968,s01
0.8064516129032258,s01
0.8387096774193549,s01
0.8709677419354839,s01
0.9032258064516129,s01
0.9354838709677419,s01
0.967741935483871,s01
1.0,s01
0.9682539682539683,s01
0.9365079365079365,s01
0.9047619047619048,s01
0.873015873015873,s01
0.8412698412698413,s01
0.8095238095238095,s01
0.7777777777777778,s01
0.746031746031746,s01
0.7142857142857143,s01
0.6825396825396826,s01
0.6507936507936508,s01
0.6190476190476191,s01
0.5873015873015873,s01
0.5555555555555556,s01
0.5238095238095238,s01
0.49206349206349204,s01
0.4603174603174603,s01
0.42857142857142855,s01
0.3968253968253968,s01
0.36507936507936506,s01
0.3333333333333333,s01
0.30158730158730157,s01
0.2698412698412698,s01
0.23809523809523808,s01
0.20634920634920634,s01
0.1746031746031746,s01
0.14285714285714285,s01
0.1111111111111111,s01
0.07936507936507936,s01
0.047619047619047616,s01
0.015873015873015872,s01
