percentage,tester
1.0,s01
0.975,s01
0.95,s01
0.925,s01
0.9,s01
0.875,s01
0.85,s01
0.825,s01
0.8,s01
0.775,s01
0.75,s01
0.725,s01
0.7,s01
0.675,s01
0.65,s01
0.625,s01
0.6,s01
0.575,s01
0.55,s01
0.525,s01
0.5,s01
0.475,s01
0.45,s01
0.425,s01
0.4,s01
0.375,s01
0.35,s01
0.325,s01
0.3,s01
0.275,s01
0.25,s01
0.225,s01
0.2,s01
0.175,s01
0.15,s01
0.125,s01
0.1,s01
0.075,s01
0.05,s01
0.025,s01
0.0,s01
0.025,s01
0.05,s01
0.075,s01
0.1,s01
0.125,s01
0.15,s01
0.175,s01
0.2,s01
0.225,s01
0.25,s01
0.275,s01
0.3,s01
0.325,s01
0.35,s01
0.375,s01
0.4,s01
0.425,s01
0.45,s01
0.475,s01
0.5,s01
0.525,s01
0.55,s01
0.575,s01
0.6,s01
0.625,s01
0.65,s01
0.675,s01
0.7,s01
0.725,s01
0.75,s01
0.775,s01
0.8,s01
0.825,s01
0.85,s01
0.875,s01
0.9,s01
0.925,s01
0.95,s01
0.975,s01
1.0,s01
0.9761904761904762,s01
0.9523809523809523,s01
0.9285714285714286,s01
0.9047619047619048,s01
0.8809523809523809,s01
0.8571428571428571,s01
0.8333333333333334,s01
0.8095238095238095,s01
0.7857142857142857,s01
0.7619047619047619,s01
0.7380952380952381,s01
0.7142857142857143,s01
0.6904761904761905,s01
0.6666666666666666,s01
0.6428571428571429,s01
0.6190476190476191,s01
0.5952380952380952,s01
0.5714285714285714,s01
0.5476190476190477,s01
0.5238095238095238,s01
0.5,s01
0.47619047619047616,s01
0.4523809523809524,s01
0.42857142857142855,s01
0.40476190476190477,s01
0.38095238095238093,s01
0.35714285714285715,s01
0.3333333333333333,s01
0.30952380952380953,s01
0.2857142857142857,s01
0.2619047619047619,s01
0.23809523809523808,s01
0.21428571428571427,s01
0.19047619047619047,s01
0.16666666666666666,s01
0.14285714285714285,s01
0.11904761904761904,s01
0.09523809523809523,s01
0.07142857142857142,s01
0.047619047619047616,s01
0.023809523809523808,s01
0.0,s01
0.023809523809523808,s01
0.047619047619047616,s01
0.07142857142857142,s01
0.09523809523809523,s01
0.11904761904761904,s01
0.14285714285714285,s01
0.16666666666666666,s01
0.19047619047619047,s01
0.21428571428571427,s01
0.23809523809523808,s01
0.2619047619047619,s01
0.2857142857142857,s01
0.30952380952380953,s01
0.3333333333333333,s01
0.35714285714285715,s01
0.38095238095238093,s01
0.40476190476190477,s01
0.42857142857142855,s01
0.4523809523809524,s01
0.47619047619047616,s01
0.5,s01
0.5238095238095238,s01
0.5476190476190477,s01
0.5714285714285714,s01
0.5952380952380952,s01
0.6190476190476191,s01
0.6428571428571429,s01
0.6666666666666666,s01
0.6904761904761905,s01
0.7142857142857143,s01
0.7380952380952381,s01
0.7619047619047619,s01
0.7857142857142857,s01
0.8095238095238095,s01
0.8333333333333334,s01
0.8571428571428571,s01
0.8809523809523809,s01
0.9047619047619048,s01
0.9285714285714286,s01
0.9523809523809523,s01
0.9761904761904762,s01
1.0,s01
0.9759036144578314,s01
0.9518072289156626,s01
0.927710843373494,s01
0.9036144578313253,s01
0.8795180722891566,s01
0.8554216867469879,s01
0.8313253012048193,s01
0.8072289156626506,s01
0.7831325301204819,s01
0.7590361445783133,s01
0.7349397590361446,s01
0.7108433734939759,s01
0.6867469879518072,s01
0.6626506024096386,s01
0.6385542168674698,s01
0.6144578313253012,s01
0.5903614457831325,s01
0.5662650602409639,s01
0.5421686746987951,s01
0.5180722891566265,s01
0.4939759036144578,s01
0.46987951807228917,s01
0.4457831325301205,s01
0.42168674698795183,s01
0.39759036144578314,s01
0.37349397590361444,s01
0.3493975903614458,s01
0.3253012048192771,s01
0.30120481927710846,s01
0.27710843373493976,s01
0.25301204819277107,s01
0.2289156626506024,s01
0.20481927710843373,s01
0.18072289156626506,s01
0.1566265060240964,s01
0.13253012048192772,s01
0.10843373493975904,s01
0.08433734939759036,s01
0.060240963855421686,s01
0.03614457831325301,s01
0.012048192771084338,s01
0.012048192771084338,s01
0.03614457831325301,s01
0.060240963855421686,s01
0.08433734939759036,s01
0.10843373493975904,s01
0.13253012048192772,s01
0.1566265060240964,s01
0.18072289156626506,s01
0.20481927710843373,s01
0.2289156626506024,s01
0.25301204819277107,s01
0.27710843373493976,s01
0.30120481927710846,s01
0.3253012048192771,s01
0.3493975903614458,s01
0.37349397590361444,s01
0.39759036144578314,s01
0.42168674698795183,s01
0.4457831325301205,s01
0.46987951807228917,s01
0.4939759036144578,s01
0.5180722891566265,s01
0.5421686746987951,s01
0.5662650602409639,s01
0.5903614457831325,s01
0.6144578313253012,s01
0.6385542168674698,s01
0.6626506024096386,s01
0.6867469879518072,s01
0.7108433734939759,s01
0.7349397590361446,s01
0.7590361445783133,s01
0.7831325301204819,s01
0.8072289156626506,s01
0.8313253012048193,s01
0.8554216867469879,s01
0.8795180722891566,s01
0.9036144578313253,s01
0.927710843373494,s01
0.9518072289156626,s01
0.9759036144578314,s01
1.0,s01
0.9767441860465116,s01
0.9534883720930233,s01
0.9302325581395349,s01
0.9069767441860465,s01
0.8837209302325582,s01
0.8604651162790697,s01
0.8372093023255814,s01
0.813953488372093,s01
0.7906976744186046,s01
0.7674418604651163,s01
0.7441860465116279,s01
0.7209302325581395,s01
0.6976744186046512,s01
0.6744186046511628,s01
0.6511627906976745,s01
0.627906976744186,s01
0.6046511627906976,s01
0.5813953488372093,s01
0.5581395348837209,s01
0.5348837209302325,s01
0.5116279069767442,s01
0.4883720930232558,s01
0.46511627906976744,s01
0.4418604651162791,s01
0.4186046511627907,s01
0.3953488372093023,s01
0.37209302325581395,s01
0.3488372093023256,s01
0.32558139534883723,s01
0.3023255813953488,s01
0.27906976744186046,s01
0.2558139534883721,s01
0.23255813953488372,s01
0.20930232558139536,s01
0.18604651162790697,s01
0.16279069767441862,s01
0.13953488372093023,s01
0.11627906976744186,s01
0.09302325581395349,s01
0.06976744186046512,s01
0.046511627906976744,s01
0.023255813953488372,s01
0.0,s01
0.023255813953488372,s01
0.046511627906976744,s01
0.06976744186046512,s01
0.09302325581395349,s01
0.11627906976744186,s01
0.13953488372093023,s01
0.16279069767441862,s01
0.18604651162790697,s01
0.20930232558139536,s01
0.23255813953488372,s01
0.2558139534883721,s01
0.27906976744186046,s01
0.3023255813953488,s01
0.32558139534883723,s01
0.3488372093023256,s01
0.37209302325581395,s01
0.3953488372093023,s01
0.4186046511627907,s01
0.4418604651162791,s01
0.46511627906976744,s01
0.4883720930232558,s01
0.5116279069767442,s01
0.5348837209302325,s01
0.5581395348837209,s01
0.5813953488372093,s01
0.6046511627906976,s01
0.627906976744186,s01
0.6511627906976745,s01
0.6744186046511628,s01
0.6976744186046512,s01
0.7209302325581395,s01
0.7441860465116279,s01
0.7674418604651163,s01
0.7906976744186046,s01
0.813953488372093,s01
0.8372093023255814,s01
0.8604651162790697,s01
0.8837209302325582,s01
0.9069767441860465,s01
0.9302325581395349,s01
0.9534883720930233,s01
0.9767441860465116,s01
1.0,s01
0.9767441860465116,s01
0.9534883720930233,s01
0.9302325581395349,s01
0.9069767441860465,s01
0.8837209302325582,s01
0.8604651162790697,s01
0.8372093023255814,s01
0.813953488372093,s01
0.7906976744186046,s01
0.7674418604651163,s01
0.7441860465116279,s01
0.7209302325581395,s01
0.6976744186046512,s01
0.6744186046511628,s01
0.6511627906976745,s01
0.627906976744186,s01
0.6046511627906976,s01
0.5813953488372093,s01
0.5581395348837209,s01
0.5348837209302325,s01
0.5116279069767442,s01
0.4883720930232558,s01
0.46511627906976744,s01
0.4418604651162791,s01
0.4186046511627907,s01
0.3953488372093023,s01
0.37209302325581395,s01
0.3488372093023256,s01
0.32558139534883723,s01
0.3023255813953488,s01
0.27906976744186046,s01
0.2558139534883721,s01
0.23255813953488372,s01
0.20930232558139536,s01
0.18604651162790697,s01
0.16279069767441862,s01
0.13953488372093023,s01
0.11627906976744186,s01
0.09302325581395349,s01
0.06976744186046512,s01
0.046511627906976744,s01
0.023255813953488372,s01
0.0,s01
0.023255813953488372,s01
0.046511627906976744,s01
0.06976744186046512,s01
0.09302325581395349,s01
0.11627906976744186,s01
0.13953488372093023,s01
0.16279069767441862,s01
0.18604651162790697,s01
0.20930232558139536,s01
0.23255813953488372,s01
0.2558139534883721,s01
0.27906976744186046,s01
0.3023255813953488,s01
0.32558139534883723,s01
0.3488372093023256,s01
0.37209302325581395,s01
0.3953488372093023,s01
0.4186046511627907,s01
0.4418604651162791,s01
0.46511627906976744,s01
0.4883720930232558,s01
0.5116279069767442,s01
0.5348837209302325,s01
0.5581395348837209,s01
0.5813953488372093,s01
0.6046511627906976,s01
0.627906976744186,s01
0.6511627906976745,s01
0.6744186046511628,s01
0.6976744186046512,s01
0.7209302325581395,s01
