percentage,tester
1.0,s01
0.974025974025974,s01
0.948051948051948,s01
0.922077922077922,s01
0.8961038961038961,s01
0.8701298701298701,s01
0.8441558441558441,s01
0.8181818181818182,s01
0.7922077922077922,s01
0.7662337662337663,s01
0.7402597402597403,s01
0.7142857142857143,s01
0.6883116883116883,s01
0.6623376623376623,s01
0.6363636363636364,s01
0.6103896103896104,s01
0.5844155844155844,s01
0.5584415584415584,s01
0.5324675324675324,s01
0.5064935064935064,s01
0.4805194805194805,s01
0.45454545454545453,s01
0.42857142857142855,s01
0.4025974025974026,s01
0.37662337662337664,s01
0.35064935064935066,s01
0.3246753246753247,s01
0.2987012987012987,s01
0.2727272727272727,s01
0.24675324675324675,s01
0.22077922077922077,s01
0.19480519480519481,s01
0.16883116883116883,s01
0.14285714285714285,s01
0.11688311688311688,s01
0.09090909090909091,s01
0.06493506493506493,s01
0.03896103896103896,s01
0.012987012987012988,s01
0.012987012987012988,s01
0.03896103896103896,s01
0.06493506493506493,s01
0.09090909090909091,s01
0.11688311688311688,s01
0.14285714285714285,s01
0.16883116883116883,s01
0.19480519480519481,s01
0.22077922077922077,s01
0.24675324675324675,s01
0.2727272727272727,s01
0.2987012987012987,s01
0.3246753246753247,s01
0.35064935064935066,s01
0.37662337662337664,s01
0.4025974025974026,s01
0.42857142857142855,s01
0.45454545454545453,s01
0.4805194805194805,s01
0.5064935064935064,s01
0.5324675324675324,s01
0.5584415584415584,s01
0.5844155844155844,s01
0.6103896103896104,s01
0.6363636363636364,s01
0.6623376623376623,s01
0.6883116883116883,s01
0.7142857142857143,s01
0.7402597402597403,s01
0.7662337662337663,s01
0.7922077922077922,s01
0.8181818181818182,s01
0.8441558441558441,s01
0.8701298701298701,s01
0.8961038961038961,s01
0.922077922077922,s01
0.948051948051948,s01
0.974025974025974,s01
1.0,s01
0.975,s01
0.95,s01
0.925,s01
0.9,s01
0.875,s01
0.85,s01
0.825,s01
0.8,s01
0.775,s01
0.75,s01
0.725,s01
0.7,s01
0.675,s01
0.65,s01
0.625,s01
0.6,s01
0.575,s01
0.55,s01
0.525,s01
0.5,s01
0.475,s01
0.45,s01
0.425,s01
0.4,s01
0.375,s01
0.35,s01
0.325,s01
0.3,s01
0.275,s01
0.25,s01
0.225,s01
0.2,s01
0.175,s01
0.15,s01
0.125,s01
0.1,s01
0.075,s01
0.05,s01
0.025,s01
0.0,s01
0.025,s01
0.05,s01
0.075,s01
0.1,s01
0.125,s01
0.15,s01
0.175,s01
0.2,s01
0.225,s01
0.25,s01
0.275,s01
0.3,s01
0.325,s01
0.35,s01
0.375,s01
0.4,s01
0.425,s01
0.45,s01
0.475,s01
0.5,s01
0.525,s01
0.55,s01
0.575,s01
0.6,s01
0.625,s01
0.65,s01
0.675,s01
0.7,s01
0.725,s01
0.75,s01
0.775,s01
0.8,s01
0.825,s01
0.85,s01
0.875,s01
0.9,s01
0.925,s01
0.95,s01
0.975,s01
1.0,s01
0.9753086419753086,s01
0.9506172839506173,s01
0.9259259259259259,s01
0.9012345679012346,s01
0.8765432098765432,s01
0.8518518518518519,s01
0.8271604938271605,s01
0.8024691358024691,s01
0.7777777777777778,s01
0.7530864197530864,s01
0.7283950617283951,s01
0.7037037037037037,s01
0.6790123456790124,s01
0.654320987654321,s01
0.6296296296296297,s01
0.6049382716049383,s01
0.5802469135802469,s01
0.5555555555555556,s01
0.5308641975308642,s01
0.5061728395061729,s01
0.48148148148148145,s01
0.4567901234567901,s01
0.43209876543209874,s01
0.4074074074074074,s01
0.38271604938271603,s01
0.35802469135802467,s01
0.3333333333333333,s01
0.30864197530864196,s01
0.2839506172839506,s01
0.25925925925925924,s01
0.2345679012345679,s01
0.20987654320987653,s01
0.18518518518518517,s01
0.16049382716049382,s01
0.13580246913580246,s01
0.1111111111111111,s01
0.08641975308641975,s01
0.06172839506172839,s01
0.037037037037037035,s01
0.012345679012345678,s01
0.012345679012345678,s01
0.037037037037037035,s01
0.06172839506172839,s01
0.08641975308641975,s01
0.1111111111111111,s01
0.13580246913580246,s01
0.16049382716049382,s01
0.18518518518518517,s01
0.20987654320987653,s01
0.2345679012345679,s01
0.25925925925925924,s01
0.2839506172839506,s01
0.30864197530864196,s01
0.3333333333333333,s01
0.35802469135802467,s01
0.38271604938271603,s01
0.4074074074074074,s01
0.43209876543209874,s01
0.4567901234567901,s01
0.48148148148148145,s01
0.5061728395061729,s01
0.5308641975308642,s01
0.5555555555555556,s01
0.5802469135802469,s01
0.6049382716049383,s01
0.6296296296296297,s01
0.654320987654321,s01
0.6790123456790124,s01
0.7037037037037037,s01
0.7283950617283951,s01
0.7530864197530864,s01
0.7777777777777778,s01
0.8024691358024691,s01
0.8271604938271605,s01
0.8518518518518519,s01
0.8765432098765432,s01
0.9012345679012346,s01
0.9259259259259259,s01
0.9506172839506173,s01
0.9753086419753086,s01
1.0,s01
0.9759036144578314,s01
0.9518072289156626,s01
0.927710843373494,s01
0.9036144578313253,s01
0.8795180722891566,s01
0.8554216867469879,s01
0.8313253012048193,s01
0.8072289156626506,s01
0.7831325301204819,s01
0.7590361445783133,s01
0.7349397590361446,s01
0.7108433734939759,s01
0.6867469879518072,s01
0.6626506024096386,s01
0.6385542168674698,s01
0.6144578313253012,s01
0.5903614457831325,s01
0.5662650602409639,s01
0.5421686746987951,s01
0.5180722891566265,s01
0.4939759036144578,s01
0.46987951807228917,s01
0.4457831325301205,s01
0.42168674698795183,s01
0.39759036144578314,s01
0.37349397590361444,s01
0.3493975903614458,s01
0.3253012048192771,s01
0.30120481927710846,s01
0.27710843373493976,s01
0.25301204819277107,s01
0.2289156626506024,s01
0.20481927710843373,s01
0.18072289156626506,s01
0.1566265060240964,s01
0.13253012048192772,s01
0.10843373493975904,s01
0.08433734939759036,s01
0.060240963855421686,s01
0.03614457831325301,s01
0.012048192771084338,s01
0.012048192771084338,s01
0.03614457831325301,s01
0.060240963855421686,s01
0.08433734939759036,s01
0.10843373493975904,s01
0.13253012048192772,s01
0.1566265060240964,s01
0.18072289156626506,s01
0.20481927710843373,s01
0.2289156626506024,s01
0.25301204819277107,s01
0.27710843373493976,s01
0.30120481927710846,s01
0.3253012048192771,s01
0.3493975903614458,s01
0.37349397590361444,s01
0.39759036144578314,s01
0.42168674698795183,s01
0.4457831325301205,s01
0.46987951807228917,s01
0.4939759036144578,s01
0.5180722891566265,s01
0.5421686746987951,s01
0.5662650602409639,s01
0.5903614457831325,s01
0.6144578313253012,s01
0.6385542168674698,s01
0.6626506024096386,s01
0.6867469879518072,s01
0.7108433734939759,s01
0.7349397590361446,s01
0.7590361445783133,s01
0.7831325301204819,s01
0.8072289156626506,s01
0.8313253012048193,s01
0.8554216867469879,s01
0.8795180722891566,s01
0.9036144578313253,s01
0.927710843373494,s01
0.9518072289156626,s01
0.9759036144578314,s01
1.0,s01
0.974025974025974,s01
0.948051948051948,s01
0.922077922077922,s01
0.8961038961038961,s01
0.8701298701298701,s01
0.8441558441558441,s01
0.8181818181818182,s01
0.7922077922077922,s01
0.7662337662337663,s01
0.7402597402597403,s01
0.7142857142857143,s01
0.6883116883116883,s01
0.6623376623376623,s01
0.6363636363636364,s01
0.6103896103896104,s01
0.5844155844155844,s01
0.5584415584415584,s01
0.5324675324675324,s01
0.5064935064935064,s01
0.4805194805194805,s01
0.45454545454545453,s01
0.42857142857142855,s01
0.4025974025974026,s01
0.37662337662337664,s01
0.35064935064935066,s01
0.3246753246753247,s01
0.2987012987012987,s01
0.2727272727272727,s01
0.24675324675324675,s01
0.22077922077922077,s01
0.19480519480519481,s01
0.16883116883116883,s01
0.14285714285714285,s01
0.11688311688311688,s01
0.09090909090909091,s01
0.06493506493506493,s01
0.03896103896103896,s01
0.012987012987012988,s01
0.012987012987012988,s01
0.03896103896103896,s01
0.06493506493506493,s01
0.09090909090909091,s01
0.11688311688311688,s01
0.14285714285714285,s01
0.16883116883116883,s01
0.19480519480519481,s01
0.22077922077922077,s01
0.24675324675324675,s01
0.2727272727272727,s01
0.2987012987012987,s01
0.3246753246753247,s01
0.35064935064935066,s01
0.37662337662337664,s01
0.4025974025974026,s01
